,code,name,i_median,i_from,i_average,i_mean,i_to,code_status,subcategory
BRefk,BRefk,Sanrio,0.22536199999999998,0,0.22536199999999998,0.47616899999999995,7.692308,live,Stores & shops
BRefm,BRefm,Santa Lolla,0.149004,0,0.149004,1.869014,33.255891,live,Shoes
BRefc,BRefc,Santander Group,0,0,0,0.004346,0.138793,live,Banks
BRefq,BRefq,SAP Concur,0,0,0,0.003939,0.142755,live,Software
BRefx,BRefx,Sapphire Technology,0,0,0,0.006482,0.256849,live,Cons electronics
BRefo,BRefo,Saputo,0,0,0,0.00039099999999999996,0.069156,live,Drinks
BReft,BReft,Sarah Flint,0,0,0,0.052412,1.491301,live,Shoes
BRef1,BRef1,Sargento Cheese,0,0,0,0.021778,0.739266,live,Food
BRefu,BRefu,SAS,0.099963,0,0.099963,0.188381,6.189474,live,Airlines
BRefw,BRefw,Saudi Aramco,0,0,0,0.049239,2.37691,live,Energy
BRefi,BRefi,Sauza Tequila,0,0,0,0.006166,0.17241399999999998,live,Alcohol
BRefs,BRefs,Savage X Fenty,0.5155529999999999,0,0.5155529999999999,1.079591,10.831607,live,Clothing
BRefz,BRefz,Save the Children,0.33414099999999997,0,0.33414099999999997,0.530867,4.884237,live,ORGs/Companies
BRefa,BRefa,Save-A-Lot,0,0,0,0.021814,0.68364,live,Supermarkets
BRef3,BRef3,Savers,0,0,0,0.04326000000000001,0.8004,live,Stores & shops
BRef4,BRef4,Savills,0,0,0,0.035996,1.50263,live,Prof services
BRef5,BRef5,Saxo Bank,0,0,0,0.005853,0.391236,live,Banks
BRefh,BRefh,SBC Cosmetics,0,0,0,0.009890000000000001,0.6863779999999999,live,Beauty
BRef7,BRef7,SBI Life,0,0,0,0.002081,0.130265,live,Insurance
BRef6,BRef6,SBOBET,0,0,0,0.004617,0.174368,live,Games
BRef9,BRef9,Scandic,0,0,0,0.014003999999999999,1.344743,live,Hotels
BRegy,BRegy,Schecter Guitar Research,0,0,0,0.036732,2.222222,live,Musical Instruments
BRegb,BRegb,Scheels All Sports,0,0,0,0.047948,2.227365,live,Stores & shops
BRegn,BRegn,Schiesser,0,0,0,0.00221,0.141243,live,Clothing
BRegd,BRegd,Schlage,0,0,0,0.030196999999999998,2.240199,live,Household prod
BRegr,BRegr,Schleich,0,0,0,0.026302,0.981194,live,Toys
BRegf,BRegf,Schneider National,0,0,0,0.004977,0.175901,live,Logistics
BRegg,BRegg,Schnucks,0,0,0,0.009903,0.30940599999999996,live,Supermarkets
BReg8,BReg8,Schoolhouse,0.079334,0,0.079334,0.618265,19.921457,live,Household prod
BRege,BRege,Schott NYC,0.024997,0,0.024997,0.12023,2.936097,live,Clothing
BRegj,BRegj,Schroders,0,0,0,0.0018579999999999998,0.100604,live,Financial services
BRegk,BRegk,Schuberth,0,0,0,0.017141999999999998,0.8910889999999999,live,Sporting Goods
BRegm,BRegm,Schwinn Bicycle Company,0,0,0,0.07539599999999999,2.377717,live,Sporting Goods
BRegc,BRegc,Science in Sport,0,0,0,0.06410099999999999,4.588866,live,Healthcare
BRegp,BRegp,Scivation,0.018760000000000002,0,0.018760000000000002,0.086099,2.498821,live,Medicine
BRegq,BRegq,Scopely,0,0,0,0.011188,0.257235,live,Games
BRegx,BRegx,Scor SE,0,0,0,0.000237,0.043384,live,Insurance
BRego,BRego,Scorpion Reposado,0,0,0,0.0005949999999999999,0.075472,live,Alcohol
BRegt,BRegt,Scotch & Soda,0.09857099999999999,0,0.09857099999999999,0.279231,4.949833,live,Clothing
BReg1,BReg1,Scottish Power,0,0,0,0.004305,0.255754,live,Energy
BRegu,BRegu,Scottrade Center,0,0,0,0.009160999999999999,0.27777799999999997,live,Financial services
BRegw,BRegw,Scout Designs,0,0,0,0.125055,7.656194,live,Clothing
BRegi,BRegi,SDCCU,0,0,0,0.008815,0.21037899999999998,live,Financial services
BRegs,BRegs,Sea of Thieves,0,0,0,0.019174999999999998,0.556881,live,Games
BRegz,BRegz,Seaborne Airlines,0,0,0,0.002239,0.14771,live,Airlines
BRega,BRega,Seabourn Cruise Line,0,0,0,0.055910999999999995,0.837989,live,Cruises
BReg3,BReg3,Seadrill,0,0,0,0.002888,0.118624,live,Energy
BReg4,BReg4,Seafolly Australia,0.164159,0,0.164159,0.468686,15.647226,live,Stores & shops
BReg5,BReg5,Seafood City,0,0,0,0.003398,0.142602,live,Supermarkets
BRegh,BRegh,Sealy Corporation,0,0,0,0.021390000000000003,0.7849079999999999,live,Household prod
BReg7,BReg7,Search Engine Land,0,0,0,0.054672,1.012891,live,Prof services
BReg6,BReg6,SEAT,0,0,0,0.002355,0.12845199999999998,live,Auto services
BReg9,BReg9,Seat Geek,0.009314,0,0.009314,0.08338799999999999,1.136364,live,Online services
BRe8y,BRe8y,SeatGuru,0,0,0,0.025046,0.376648,live,Technology
BRe8b,BRe8b,Seattle's Best Coffee,0,0,0,0.017887,0.452899,live,Cafes
BRe8n,BRe8n,Sebago,0,0,0,0.001264,0.088339,live,Shoes
BRe8d,BRe8d,Sebastian Professional,0.050314,0,0.050314,0.123624,4.321257,live,Beauty
BRe8r,BRe8r,Second Cup,0,0,0,0.019604999999999997,1.17842,live,Cafes
BRe8f,BRe8f,Secret Deodorant,0,0,0,0.07058299999999999,1.256398,live,Beauty
BRe8g,BRe8g,Secret Escapes,0,0,0,0.066413,2.473237,live,Travel booking
BRe8e,BRe8e,See Eyeglasses,0,0,0,0.08741,2.079439,live,Accessories
BRe8j,BRe8j,See Tickets,0,0,0,0.040330000000000005,1.808786,live,Technology
BRe8k,BRe8k,Seed&Spark,0,0,0,0.013772999999999999,0.5212209999999999,live,Online services
BRe8m,BRe8m,Seedcamp,0,0,0,0.015238,0.431034,live,Financial services
BRe8c,BRe8c,See's Candies,0,0,0,0.066621,1.204489,live,Stores & shops
BRe8p,BRe8p,Sega,0.181214,0,0.181214,0.367868,6.535948,live,Games
BRe8q,BRe8q,Seierra Nevada,0.09734799999999999,0,0.09734799999999999,0.440142,13.071139,live,Alcohol
BRe8x,BRe8x,Seiyu,0,0,0,0.000187,0.037651,live,Stores & shops
BRe8o,BRe8o,Self Portrait,0.157633,0,0.157633,0.5856300000000001,13.713332,live,eCommerce
BRe8t,BRe8t,Sempra Energy,0,0,0,0.000735,0.07949099999999999,live,Energy
BRe81,BRe81,SendGrid,0,0,0,0.005069,0.17138,live,Online services
BRe8u,BRe8u,Sennheiser,0.191939,0,0.191939,0.39893399999999996,8.562348,live,Cons electronics
BRe8w,BRe8w,Senstylable,0.64132,0,0.64132,0.9807779999999999,8.115283,live,eCommerce
BRe8i,BRe8i,Sentry Group,0,0,0,0.008449,0.689655,live,Home appliances
BRe8s,BRe8s,Sequoia Capital,0,0,0,0.06707,1.585821,live,Financial services
BRe8z,BRe8z,Serena & Lily,0.059773,0,0.059773,0.457652,17.871760000000002,live,Furniture
BRe8a,BRe8a,ServiceNow,0,0,0,0.003681,0.126263,live,Software
BRe83,BRe83,Servus Credit Union,0,0,0,0.001666,0.09901000000000001,live,Financial services
BRe84,BRe84,Sexy Hair,0.046915,0,0.046915,0.132045,3.188644,live,Beauty
BRe85,BRe85,Seymour Duncan,0.180621,0,0.180621,0.497832,22.53937,live,Musical Instruments
BRe8h,BRe8h,SFN Group,0,0,0,0.0006000000000000001,0.061881,live,Prof services
BRe87,BRe87,Shadow PR,0,0,0,0.016155,0.6214400000000001,live,Prof services
BRe86,BRe86,Shadowverse,0,0,0,0.000957,0.083963,live,Games
BRe89,BRe89,Shady Rays,0,0,0,0.044543,1.278852,live,Accessories
BReey,BReey,Shaheen Air,0,0,0,0.0008539999999999999,0.082372,live,Airlines
BReeb,BReeb,Shake Shack,0.37359899999999996,0,0.37359899999999996,0.6588339999999999,10.125557,live,Casual dining
BReen,BReen,Shaklee,0,0,0,0.009405,0.33003299999999997,live,Healthcare
BReed,BReed,Shane Co.,0,0,0,0.058677999999999994,1.063453,live,Accessories
BReer,BReer,Shanghai Tang,0,0,0,0.02228,0.536913,live,Clothing
BReef,BReef,Shapeways,0.055519,0,0.055519,0.120325,2.10741,live,Prof services
BReeg,BReeg,ShareASale,0,0,0,0.005170999999999999,0.23446699999999998,live,Technology
BRee8,BRee8,Sharecare,0,0,0,0.024873,0.506586,live,Healthcare
BReee,BReee,ShareFile,0,0,0,0.002205,0.09542,live,Online services
BReej,BReej,Shark Cleaning,0,0,0,0.016752,0.8675529999999999,live,Prof services
BReek,BReek,Sharp's Brewery,0,0,0,0.00319,0.209096,live,Alcohol
BReec,BReec,Shaw,0,0,0,0.012693,0.49261099999999997,live,Telecom
BReep,BReep,Shein,1.5354619999999999,0,1.5354619999999999,2.236269,16.39779,live,Clothing
BReeq,BReeq,SheKnows,0,0,0,0.084768,1.939058,live,Prof services
BReex,BReex,Shelter,0,0,0,0.00043000000000000004,0.059916,live,Insurance
BReeo,BReeo,Shepherd Neame Brewery,0,0,0,0.012920000000000001,0.751527,live,Alcohol
BReet,BReet,Shiatzy Chen,0,0,0,0.012853999999999999,0.48309199999999997,live,Bags
BRee1,BRee1,Shiki,0,0,0,0.021502999999999998,1.25,live,Clothing
BReeu,BReeu,Shimamura,0,0,0,0.016647,1.293553,live,Clothing
BReew,BReew,Ship Sticks,0,0,0,0.007533,0.424448,live,Logistics
BReei,BReei,Shipley Do-Nuts,0,0,0,0.017905,0.47789699999999996,live,Cafes
BRees,BRees,Shoe Show,0,0,0,0.002924,0.115574,live,eCommerce
BReez,BReez,ShoeDazzle,0.17793599999999998,0,0.17793599999999998,0.507682,7.564192,live,Shoes
BReea,BReea,Shoei,0.02169,0,0.02169,0.127124,5.725907,live,Sporting Goods
BRee3,BRee3,Shoeless Joe's,0,0,0,0.0024619999999999998,0.158514,live,Casual dining
BRee4,BRee4,Shoes.com,0,0,0,0.043198,1.1201,live,Clothing
BRee5,BRee5,ShopandShout,0,0,0,0.015104999999999999,0.622084,live,Online services
BReeh,BReeh,ShopBack,0,0,0,0.043189,1.96692,live,Technology
BRee7,BRee7,Shopbop,0.362079,0,0.362079,0.916971,14.73845,live,eCommerce
BRee6,BRee6,ShopClues,0,0,0,0.008071,0.356824,live,eCommerce
BRee9,BRee9,Shopebbo,0.24247000000000002,0,0.24247000000000002,0.361873,3.012912,live,eCommerce
BRejy,BRejy,Shopee,0,0,0,0.37732000000000004,13.686534,live,eCommerce
BRejb,BRejb,ShopKeep,0,0,0,0.00041099999999999996,0.051413999999999994,live,Technology
BRejn,BRejn,Shopko,0,0,0,0.006767,0.331439,live,Stores & shops
BRejd,BRejd,Shoppers Stop,0,0,0,0.014655,0.501825,live,Stores & shops
BRejr,BRejr,Shopping Links,0,0,0,0.027216999999999998,0.836383,live,eCommerce
BRejf,BRejf,Shopstyle,0.09847299999999999,0,0.09847299999999999,0.30244299999999996,6.387531,live,eCommerce
BRejg,BRejg,ShoreTel,0,0,0,0.002485,0.093941,live,Telecom
BRej8,BRej8,Shout! Factory,0.048426,0,0.048426,0.17588199999999998,5.2806750000000005,live,Stores & shops
BReje,BReje,ShowClix,0,0,0,0.0055119999999999995,0.209864,live,Technology
BRejj,BRejj,Showroomprive.com,0,0,0,0.031120000000000002,2.539841,live,eCommerce
BRejk,BRejk,Shred-it,0,0,0,0.000718,0.069204,live,Prof services
BRejm,BRejm,Shure,0.111607,0,0.111607,0.266843,8.304348,live,Cons electronics
BRejc,BRejc,Sideshow Collectibles,0,0,0,0.037184,1.909308,live,Toys
BRejp,BRejp,Siggis,0.028062,0,0.028062,0.17097099999999998,4.69155,live,Food
BRejq,BRejq,Sigma Beauty,1.795396,0,1.795396,2.554527,30.54574,live,Beauty
BRejx,BRejx,Signal,0,0,0,0.0018059999999999999,0.095785,live,Online services
BRejo,BRejo,Sikh Beard,0,0,0,0.018005999999999998,0.42735,live,Clothing
BRejt,BRejt,Silicon Power,0,0,0,0.0027500000000000003,0.14498000000000003,live,Cons electronics
BRej1,BRej1,SilkAir,0,0,0,0.03332,1.123978,live,Airlines
BReju,BReju,Silk'n,0,0,0,0.042464999999999996,1.862556,live,eCommerce
BRejw,BRejw,Silkor,0,0,0,0.002764,0.26362,live,Beauty
BRejs,BRejs,Silkygrl,0,0,0,0.047290000000000006,2.915682,live,eCommerce
BRejz,BRejz,Silversea Cruises,0.02229,0,0.02229,0.062188999999999994,0.899844,live,Cruises
BReja,BReja,SimilarWeb,0,0,0,0.003241,0.151286,live,Technology
BRej3,BRej3,Simmons Bedding,0,0,0,0.010314,0.256692,live,Furniture
BRej4,BRej4,Simon & Schuster,0.067103,0,0.067103,0.31205099999999997,7.863652,live,eCommerce
BRej5,BRej5,Simon Property Group,0,0,0,0.0033369999999999997,0.13587000000000002,live,Prof services
BRejh,BRejh,Simple Mobile,0,0,0,0.009980000000000001,0.222099,live,Telecom
BRej7,BRej7,Simple Solution,0,0,0,0.001201,0.109569,live,Pets
BRej6,BRej6,Simplehuman,0,0,0,0.069006,1.097238,live,Household prod
BReky,BReky,Simplii Financial,0,0,0,0.001184,0.09058000000000001,live,Banks
BRekb,BRekb,Simplilearn,0,0,0,0.002322,0.121359,live,Technology
BRekn,BRekn,SimpliSafe,0,0,0,0.0038469999999999997,0.17421599999999998,live,Cons electronics
BRekd,BRekd,Simply chocolate,0,0,0,0.022487,0.630456,live,Snacks
BRekr,BRekr,SimplyShredded,0.767266,0,0.767266,1.102778,11.377527,live,Fitness
BRekf,BRekf,Simrad Yachting,0,0,0,0.029120999999999998,2.012234,live,Cons electronics
BRekg,BRekg,Simulia,0,0,0,0.001035,0.076046,live,Software
BRek8,BRek8,Simyo,0,0,0,0.0039759999999999995,0.254453,live,Telecom
BReke,BReke,Sinar Mas Agro Res & Tech,0,0,0,0.001078,0.12853499999999998,live,Food
BRekj,BRekj,Singapore Exchange,0,0,0,0.004548,0.180505,live,Financial services
BRekk,BRekk,Singapore Post,0,0,0,0.0010689999999999999,0.107875,live,Logistics
BRekm,BRekm,SingleHop,0,0,0,0.000376,0.05711000000000001,live,Online services
BRekc,BRekc,Sinn,0,0,0,0.067978,1.605759,live,Watches
BRekp,BRekp,Sircle Media,0,0,0,0.001957,0.09940399999999999,live,Prof services
BRekq,BRekq,Sisal,0,0,0,0.001044,0.09328399999999999,live,Prof services
BRekx,BRekx,Sisense,0,0,0,0.001166,0.07734,live,Software
BReko,BReko,Sisley Paris,0.067123,0,0.067123,0.175708,3.464203,live,Beauty
BRekt,BRekt,SiteGround,0,0,0,0.007285,0.21966000000000002,live,Technology
BRek1,BRek1,Sixt rent a car,0,0,0,0.024409,0.325866,live,Auto rentals
BReku,BReku,Sizmek,0,0,0,0.004177,0.138408,live,Prof services
BRekw,BRekw,SJ AB,0,0,0,0.008428999999999999,0.47505899999999995,live,Trains
BReki,BReki,SJP Collection,0.23898799999999998,0,0.23898799999999998,0.620718,7.319953,live,eCommerce
BReks,BReks,SK Gaming,0,0,0,0.074307,1.495935,live,Games
BRekz,BRekz,Skai Blue Media,0,0,0,0.015721,0.6385449999999999,live,Prof services
BReka,BReka,SKF,0,0,0,0.006965,0.238284,live,Tools
BRek3,BRek3,SK-II,0.057612,0,0.057612,0.16841499999999998,2.627939,live,Beauty
BRek4,BRek4,Skillshare,0.13344,0,0.13344,0.451298,9.236234,live,Technology
BRek5,BRek5,Skin Owl,0,0,0,0.043213999999999995,1.1737090000000001,live,Beauty
BRekh,BRekh,Skinfood Us,0,0,0,0.082979,2.018634,live,Beauty
BRek7,BRek7,Skipton Building Society,0,0,0,0.000794,0.085251,live,Financial services
BRek6,BRek6,Skirt PR,0,0,0,0.041915999999999995,1.289084,live,Prof services
BRek9,BRek9,Skis Rossignol,0,0,0,0.12081099999999999,3.925993,live,Stores & shops
BRemy,BRemy,Skout,0,0,0,0.018296,0.240385,live,Social media
BRemb,BRemb,Skreened,0,0,0,0.017634999999999998,0.352889,live,eCommerce
BRemn,BRemn,Skrill,0,0,0,0.008753,0.258231,live,Technology
BRemd,BRemd,Skroutz,0,0,0,0.001017,0.077821,live,Technology
BRemr,BRemr,Skullcandy,0.238067,0,0.238067,0.474043,8.728448,live,Cons electronics
BRemf,BRemf,Sky Airline,0,0,0,0.080009,6.85,live,Airlines
BRemg,BRemg,Sky Betting & Gaming,0,0,0,0.047911999999999996,3.07887,live,Games
BRem8,BRem8,SKY Brasil,0,0,0,0.20529799999999998,3.9801,live,Prof services
BReme,BReme,Sky Racing,0,0,0,0.014032999999999999,0.809623,live,Games
BRemj,BRemj,Polaris Bank,0,0,0,0.052279,4.255319,live,Banks
BRemk,BRemk,SKYY Vodka,0.017638,0,0.017638,0.056917999999999996,0.7520279999999999,live,Alcohol
BRemm,BRemm,Slack,0.009538,0,0.009538,0.142435,3.455842,live,Online services
BRemc,BRemc,Slackers CDs and Games,0,0,0,0.001129,0.089405,live,Stores & shops
BRemp,BRemp,Sleek MakeUP,0.467483,0,0.467483,0.941461,17.595888,live,Beauty
BRemq,BRemq,Sleeman Breweries,0,0,0,0.004428,0.271985,live,Alcohol
BRemx,BRemx,Sleep Experts,0,0,0,0.000248,0.046555,live,Stores & shops
BRemo,BRemo,Sleep Number,0,0,0,0.04641000000000001,0.991462,live,Furniture
BRemt,BRemt,Slimming World,0,0,0,0.236585,13.992796,live,Fitness
BRem1,BRem1,Slug and Lettuce,0,0,0,0.003587,0.223464,live,Bars & Pubs
BRemu,BRemu,Slumberland,0,0,0,0.005907,0.496689,live,Furniture
BRemw,BRemw,SM,0,0,0,0.134276,13.181748,live,Stores & shops
BRemi,BRemi,SM Supermarket,0,0,0,0.004153,0.41379299999999997,live,Supermarkets
BRems,BRems,Small Girls PR,0,0,0,0.043105,1.285583,live,Prof services
BRemz,BRemz,Smallwood Home,0,0,0,0.212808,8.656255999999999,live,Household prod
BRema,BRema,Smarkets,0,0,0,0.001232,0.097276,live,Games
BRem3,BRem3,Smart & Final,0,0,0,0.006089,0.292184,live,Supermarkets
BRem4,BRem4,Smart,0,0,0,0.101267,9.495295,live,Telecom
BRem5,BRem5,SmarTone,0,0,0,0.0013139999999999998,0.09285099999999999,live,Telecom
BRemh,BRemh,Smartwool,0,0,0,0.14499099999999998,4.7562429999999996,live,Clothing
BRem7,BRem7,Smash,0,0,0,0.026143,1.090343,live,Furniture
BRem6,BRem6,Smashbox,1.884556,0,1.884556,3.01565,35.461957,live,Beauty
BRem9,BRem9,Smashburger,0.035727,0,0.035727,0.109758,1.618123,live,Casual dining
BRecy,BRecy,Smile Direct Club,0.087184,0,0.087184,0.254535,2.357564,live,Beauty
BRecb,BRecb,Smile Train,0.027712999999999998,0,0.027712999999999998,0.05809,0.676379,live,ORGs/Companies
BRecn,BRecn,Smite,0.018102999999999998,0,0.018102999999999998,0.07690899999999999,1.819297,live,Games
BRecd,BRecd,Smithfield Foods,0,0,0,0.00408,0.197785,live,Food
BRecr,BRecr,Smithfield's,0,0,0,0.001472,0.106157,live,Casual dining
BRecf,BRecf,SMRT,0,0,0,0.007488,0.342759,live,Trains
BRecg,BRecg,Smule,0.280533,0,0.280533,0.380912,2.226345,live,Games
BRec8,BRec8,Smyths,0,0,0,0.049025,3.471196,live,eCommerce
BRece,BRece,Smythson,0.022614,0,0.022614,0.147085,4.103535,live,Bags
BRecj,BRecj,Snagajob,0,0,0,0.009318,0.20202,live,Technology
BReck,BReck,Snam,0,0,0,0.001031,0.094162,live,Energy
BRecm,BRecm,Snap Fitness,0,0,0,0.041645,0.563557,live,Fitness
BRecc,BRecc,Snapchat,0.154351,0,0.154351,0.334905,3.97351,live,Social media
BRecp,BRecp,Snapfish,0,0,0,0.021058999999999998,0.5959479999999999,live,eCommerce
BRecq,BRecq,Snap-on,0,0,0,0.173486,7.753585,live,Tools
BRecx,BRecx,Snapple,0.013961,0,0.013961,0.08587,1.083333,live,Drinks
BReco,BReco,Snappy Tomato Pizza,0,0,0,0.001197,0.085397,live,Fast food
BRect,BRect,SNCF,0,0,0,0.021929,1.013391,live,Trains
BRec1,BRec1,Sneakersnstuff,0.21209899999999998,0,0.21209899999999998,0.5085109999999999,15.091016,live,eCommerce
BRecu,BRecu,Snow Peak,0,0,0,0.022420000000000002,1.303993,live,Stores & shops
BRecw,BRecw,SnuggleMeOrganic,0.230992,0,0.230992,0.555765,12.207294,live,Household prod
BReci,BReci,So Delicious,0.068705,0,0.068705,0.297195,9.884875,live,Drinks
BRecs,BRecs,Soap & Glory,0.245524,0,0.245524,0.629937,12.483221,live,Beauty
BRecz,BRecz,Soapply,0,0,0,0.006032,0.362882,live,Beauty
BReca,BReca,Sobieski,0,0,0,0.004068,0.15592499999999998,live,Alcohol
BRec5,BRec5,SocialFlow,0,0,0,0.003593,0.127796,live,Technology
BRech,BRech,Societe Generale,0,0,0,0.00564,0.313027,live,Banks
BRec7,BRec7,Societe Marseillais,0,0,0,0.0009000000000000001,0.0819,live,Banks
BRec9,BRec9,Socios,0,0,0,0.0048259999999999996,0.190114,live,Software
BRepy,BRepy,SodaStream,0,0,0,0.017412,0.7472829999999999,live,Drinks
BRepb,BRepb,Soeurs,0,0,0,0.040556999999999996,2.273574,live,Clothing
BRepn,BRepn,Sofa Workshop,0,0,0,0.008036,0.5722459999999999,live,Furniture
BRepd,BRepd,SoFabFood,0,0,0,0.026071999999999998,0.6948829999999999,live,Food
BRepr,BRepr,Sofitel,0.037544999999999995,0,0.037544999999999995,0.090908,1.396648,live,Hotels
BRepf,BRepf,Sofology,0,0,0,0.022113999999999998,1.347616,live,Stores & shops
BRepg,BRepg,Sogeti,0,0,0,0.000259,0.040160999999999995,live,Prof services
BRep8,BRep8,Sojitz,0,0,0,0.000944,0.090171,live,Prof services
BRepe,BRepe,Sol Republic,0.048659,0,0.048659,0.12821000000000002,2.793604,live,Cons electronics
BRepj,BRepj,SolarCity,0,0,0,0.010917,0.290698,live,Energy
BRepk,BRepk,solebox,0.095147,0,0.095147,0.250311,8.770525,live,eCommerce
BRepm,BRepm,Solgar,0,0,0,0.001522,0.094967,live,Healthcare
BRepc,BRepc,Solitaire,0,0,0,0.011047,0.250447,live,Games
BRepp,BRepp,Solotica Lenses,0.04,0,0.04,0.087975,1.6526079999999999,live,Beauty
BRepq,BRepq,Solstice,0,0,0,0.012947,0.368623,live,Clothing
BRepx,BRepx,Soma Intimates,0,0,0,0.074789,1.6801490000000001,live,Stores & shops
BRepo,BRepo,Sombra Mezcal,0,0,0,0.006640000000000001,0.340599,live,Alcohol
BRep1,BRep1,Sonda Supermercados,0,0,0,0.009726,0.47675799999999996,live,Supermarkets
BRepu,BRepu,So-net,0,0,0,0.001553,0.121556,live,Telecom
BRepi,BRepi,Songkick,0,0,0,0.040541999999999995,0.8474579999999999,live,Technology
BReps,BReps,Songtrust,0,0,0,0.019424999999999998,0.700607,live,Technology
BRepz,BRepz,Sonia Rykiel,0.145208,0,0.145208,0.362282,7.402707,live,Clothing
BRepa,BRepa,Sonic,0,0,0,0.002179,0.09975099999999999,live,Telecom
BRep3,BRep3,SonicWall,0,0,0,0.003581,0.138265,live,Software
BRep4,BRep4,Sonny Bryan's Smokehouse,0,0,0,0.013855,0.460829,live,Casual dining
BRep5,BRep5,Sonos,0.078169,0,0.078169,0.244445,3.478905,live,Cons electronics
BRep7,BRep7,Sophos,0,0,0,0.0039829999999999996,0.13947,live,Technology
BRep6,BRep6,SorelleUK,0.10185899999999999,0,0.10185899999999999,0.24900699999999998,5.798852,live,eCommerce
BRep9,BRep9,Sorgenia,0,0,0,0.011959,0.424328,live,Energy
BReqy,BReqy,Soriana,0,0,0,0.014778,0.830167,live,Stores & shops
BReqb,BReqb,SOS Children’s Villages,0,0,0,0.0076619999999999995,0.17762000000000003,live,ORGs/Companies
BReqn,BReqn,Sotheby's,0.27482799999999996,0,0.27482799999999996,0.963741,29,live,Financial services
BReqd,BReqd,Soul Cycle,0.135425,0,0.135425,0.46676799999999996,8.761123,live,Sporting Goods
BReqr,BReqr,Soundcraft,0,0,0,0.06782099999999999,2.207506,live,Cons electronics
BReqf,BReqf,SoundHound,0,0,0,0.030327,0.41152299999999997,live,Technology
BReqg,BReqg,Souq.com,0,0,0,0.001333,0.103627,live,eCommerce
BReq8,BReq8,Sour Patch Kids,0.10408,0,0.10408,0.315087,3.736655,live,Food
BReqe,BReqe,Sour Punch,0.052404,0,0.052404,0.169128,2.1739129999999998,live,Food
BReqj,BReqj,South African Reserve Bank,0,0,0,0.007115,0.962815,live,Banks
BReqk,BReqk,Southeastern Freight Lines,0,0,0,0.001094,0.08569,live,Logistics
BReqc,BReqc,Southwest Gas,0,0,0,0.0007859999999999999,0.082645,live,Energy
BReqp,BReqp,Spa de Soleil,0,0,0,0.0018219999999999998,0.105374,live,Beauty
BReqq,BReqq,Space NK,0.047423,0,0.047423,0.243583,9.718366,live,Beauty
BReqx,BReqx,Spanx,0.046647,0,0.046647,0.23211299999999999,3.93322,live,Clothing
BReqo,BReqo,Spark,0,0,0,0.018323,0.546875,live,Telecom
BReqt,BReqt,Spark44,0,0,0,0.0022619999999999997,0.14,live,Prof services
BReq1,BReq1,SparkFun Electronics,0,0,0,0.038304,0.745033,live,Cons electronics
BRequ,BRequ,Speakr,0,0,0,0.011347,0.24174099999999998,live,Prof services
BReqw,BReqw,spearmintbaby,0.06744,0,0.06744,0.36106499999999997,12.56002,live,Household prod
BReqi,BReqi,Speck Products,0.011954,0,0.011954,0.062901,1.504702,live,Cons electronics
BReqs,BReqs,Speedo,0.141519,0,0.141519,0.225883,2.856427,live,Sporting Goods
BReqz,BReqz,Speedy Hire,0,0,0,0.00036899999999999997,0.063613,live,Cons electronics
BReqa,BReqa,Spela,0,0,0,0.012218,0.4914,live,Beauty
BReq3,BReq3,Spencer's,0.11846899999999999,0,0.11846899999999999,0.51015,8.838821,live,Stores & shops
BReq4,BReq4,Sperry,0.14771,0,0.14771,0.294434,3.8,live,Shoes
BReq5,BReq5,SpiceJet,0,0,0,0.010690000000000002,0.321932,live,Airlines
BReqh,BReqh,Spiceworks,0,0,0,0.005149,0.13245,live,Technology
BReq7,BReq7,Spin Master,0,0,0,0.045008,1.907487,live,eCommerce
BReq6,BReq6,Spiritual Gangster,0.21221299999999998,0,0.21221299999999998,0.809931,15.810732999999999,live,Clothing
BReq9,BReq9,Splat Hair Color,0,0,0,0.05426,1.106428,live,Beauty
BRexy,BRexy,Splunk,0,0,0,0.010013,0.268097,live,Software
