,code,name,i_median,i_from,i_average,i_mean,i_to,code_status,subcategory
BRd5y,BRd5y,Athletic Standard,0.134908,0,0.134908,0.35242599999999996,7.349785,live,Software
BRd5n,BRd5n,Atlantic Records,0.47495899999999996,0,0.47495899999999996,1.052808,16.870065,live,Prof services
BRd5d,BRd5d,Atlassian,0,0,0,0.022116999999999998,0.580645,live,Software
BRd5r,BRd5r,Atletica,0,0,0,0.00072,0.09149099999999999,live,Shoes
BRd5f,BRd5f,Anthony Thomas Melillo,0,0,0,0.011781999999999999,0.35701499999999997,live,Clothing
BRd5g,BRd5g,Atomic Skis,0.019523,0,0.019523,0.136532,4.662309,live,Sporting Goods
BRd58,BRd58,ATS Euromaster,0,0,0,0.000367,0.059241999999999996,live,Auto services
BRd5e,BRd5e,Audemars Piguet,0.354191,0,0.354191,0.604012,6.797477,live,Watches
BRd5j,BRd5j,Audio-Technica,0.041805999999999996,0,0.041805999999999996,0.112106,2.956522,live,Cons electronics
BRd5k,BRd5k,Aurelio's Pizza,0,0,0,0.003754,0.13175199999999998,live,Casual dining
BRd5c,BRd5c,Australia Post,0,0,0,0.044435999999999996,2.538434,live,Logistics
BRd5p,BRd5p,ASIC Media,0,0,0,0.00396,0.290416,live,Prof services
BRd5q,BRd5q,Australian Securities Exchange,0,0,0,0.005372,0.371747,live,Financial services
BRd5x,BRd5x,Austrian Federal,0,0,0,0.009170000000000001,0.275672,live,Trains
BRd5o,BRd5o,Autism Speaks,0.07593000000000001,0,0.07593000000000001,0.186949,2.03193,live,ORGs/Companies
BRd5t,BRd5t,Auto Europe,0,0,0,0.005931,0.508707,live,Auto rentals
BRd51,BRd51,Autobuses de Oriente,0,0,0,0.008432,0.565771,live,Buses
BRd5u,BRd5u,Automattic,0,0,0,0.012166999999999999,0.371747,live,Software
BRd5w,BRd5w,Automobile Dacia,0,0,0,0.006324,0.196657,live,Auto makers
BRd5i,BRd5i,AutoNation,0,0,0,0.016024999999999998,0.508435,live,Auto services
BRd5s,BRd5s,Auto-Owners,0,0,0,0.005626,0.31276699999999996,live,Insurance
BRd5z,BRd5z,AutoPlay,1.425861,0,1.425861,2.022403,20.205398,live,Games
BRd5a,BRd5a,AGCOM,0,0,0,0.004116,0.263158,live,Prof services
BRd53,BRd53,AutoWeb,0,0,0,0.005069,0.16722399999999998,live,Prof services
BRd54,BRd54,Autrement Pr,0,0,0,0.0043,0.383912,live,Prof services
BRd55,BRd55,Autumn Communications,0,0,0,0.007659,0.26053000000000004,live,Prof services
BRd5h,BRd5h,AvaTrade,0,0,0,0.003123,0.13245,live,Technology
BRd57,BRd57,Avaya,0,0,0,0.004718,0.12820499999999999,live,Cons electronics
BRd56,BRd56,Aveda,0.105792,0,0.105792,0.347732,6.718682,live,Beauty
BRd59,BRd59,Zildjian,0.27347299999999997,0,0.27347299999999997,0.5793579999999999,17.513021,live,Musical Instruments
BRdhy,BRdhy,Aveeno,0.030107,0,0.030107,0.08805099999999999,1.618123,live,Beauty
BRdhb,BRdhb,Avene,0.048650000000000006,0,0.048650000000000006,0.118974,2.488038,live,Beauty
BRdhn,BRdhn,Averitt Express,0,0,0,0.000383,0.06430899999999999,live,Prof services
BRdhd,BRdhd,AverMedia,0,0,0,0.004454,0.21428599999999998,live,Cons electronics
BRdhr,BRdhr,Avidyne,0,0,0,0.000496,0.06734000000000001,live,Cons electronics
BRdhf,BRdhf,Avion,0.040617,0,0.040617,0.128485,2.073733,live,Alcohol
BRdh8,BRdh8,Avior Airlines,0,0,0,0.23193899999999998,12.934783,live,Airlines
BRdhe,BRdhe,Avira,0,0,0,0.004996,0.209205,live,Software
BRdhj,BRdhj,Avocados from Mexico,0,0,0,0.077558,2.015261,live,Food
BRdhk,BRdhk,Awakening Records,0,0,0,0.058593,1.612903,live,Prof services
BRdhm,BRdhm,Away,0.112233,0,0.112233,0.46596299999999996,7.21171,live,Travel booking
BRdhp,BRdhp,Axiata Group,0,0,0,0.0010249999999999999,0.099701,live,Telecom
BRdhq,BRdhq,Axiom Telecom,0,0,0,0.017575,1.04712,live,Telecom
BRdhx,BRdhx,Axis Bank,0,0,0,0.00911,0.34888,live,Banks
BRdho,BRdho,Axtel,0.062305,0,0.062305,0.19358599999999998,6.671664,live,Telecom
BRdht,BRdht,AYR,0,0,0,0.110038,3.224277,live,Clothing
BRdh1,BRdh1,Azerbaijan Airlines,0,0,0,0.0027400000000000002,0.110132,live,Airlines
BRdhu,BRdhu,Azione,0,0,0,0.020114999999999997,0.6742889999999999,live,Prof services
BRdhw,BRdhw,Azul Brazilian Airlines,0.06273000000000001,0,0.06273000000000001,0.572944,10.149253999999999,live,Airlines
BRdhi,BRdhi,B Creative,0,0,0,0.060548,1.902399,live,Prof services
BRdhs,BRdhs,B&M Stores,0,0,0,0.206172,12.989753,live,Stores & shops
BRdha,BRdha,B.Alfred,0,0,0,0.075666,4.376164,live,Shoes
BRdh3,BRdh3,B.C. Rich,0,0,0,0.04684000000000001,2.884137,live,Musical Instruments
BRdh4,BRdh4,BAA,0,0,0,0.0056300000000000005,0.26738,live,Clothing
BRdh5,BRdh5,Baby Bunting,0,0,0,0.041527999999999995,3.331676,live,eCommerce
BRdhh,BRdhh,Baby Einstein,0,0,0,0.024998,0.884397,live,Toys
BRdh7,BRdh7,Baby Jogger,0,0,0,0.07194199999999999,3.0809860000000002,live,eCommerce
BRdh6,BRdh6,Baby Shop,0,0,0,0.054494,2.867115,live,eCommerce
BRdh9,BRdh9,Baby Steals,0,0,0,0.018791,1.27866,live,eCommerce
BRd7y,BRd7y,Baby2Baby,0.042463,0,0.042463,0.157552,3.024411,live,ORGs/Companies
BRd7b,BRd7b,Babyccino Kids,0,0,0,0.088516,3.980655,live,eCommerce
BRd7n,BRd7n,BabyCentre,0,0,0,0.039488999999999996,2.186589,live,Online services
BRd7d,BRd7d,Baby-G,0,0,0,0.020173999999999997,0.406504,live,Watches
BRd7r,BRd7r,BaByliss,0,0,0,0.070385,2.287946,live,eCommerce
BRd7f,BRd7f,Babyshop,0,0,0,0.055347999999999994,4.144687,live,Stores & shops
BRd7g,BRd7g,Bachmann Industries,0,0,0,0.003473,0.138122,live,Toys
BRd78,BRd78,Back Door Bottega,0,0,0,0.059571,2.348796,live,Clothing
BRd7e,BRd7e,BackBay Communications,0,0,0,0.000103,0.023669,live,Financial services
BRd7j,BRd7j,Backcountry.com,0.186916,0,0.186916,0.740089,21.06,live,Clothing
BRd7k,BRd7k,Badcock Home Furniture,0,0,0,0.002549,0.14038399999999998,live,Furniture
BRd7m,BRd7m,Badgley Mischka,0.181617,0,0.181617,0.412122,5.660377,live,Clothing
BRd7p,BRd7p,Baggallini,0,0,0,0.017862,1.098901,live,Bags
BRd7q,BRd7q,Baggu,0,0,0,0.197822,5.125149,live,Bags
BRd7x,BRd7x,Bahama Buck's,0,0,0,0.029335999999999997,0.585284,live,Food
BRd7o,BRd7o,Bailey 44,0,0,0,0.042549,1.033973,live,Clothing
BRd7t,BRd7t,Bain & Company,0,0,0,0.031654999999999996,0.623053,live,Prof services
BRd71,BRd71,Bain Capital,0,0,0,0.000823,0.078678,live,Financial services
BRd7u,BRd7u,Bait,0.131234,0,0.131234,0.33969699999999997,11.857143,live,Shoes
BRd7w,BRd7w,Bajaj Allianz,0,0,0,0.0036119999999999998,0.175234,live,Insurance
BRd7i,BRd7i,Bajaj Finserv,0,0,0,0.0012829999999999999,0.110193,live,Financial services
BRd7s,BRd7s,Bakers Square,0,0,0,0.0051329999999999995,0.235919,live,Casual dining
BRd7z,BRd7z,Balance,0,0,0,0.0053419999999999995,0.15278799999999998,live,Online services
BRd7a,BRd7a,Balance Bar Company,0,0,0,0.006794,0.404858,live,Food
BRd73,BRd73,Ballard Designs,0.09145,0,0.09145,0.353447,14.587973,live,Stores & shops
BRd74,BRd74,Ballast Point Beer,0.04902,0,0.04902,0.28477399999999997,10.251904,live,Alcohol
BRd75,BRd75,Ballet Opera de Paris,0.10661000000000001,0,0.10661000000000001,0.24579199999999998,4.231366,live,Entertainment
BRd7h,BRd7h,Bally,0.14857499999999998,0,0.14857499999999998,0.310871,4.12175,live,Clothing
BRd77,BRd77,Balmain,3.9213329999999997,0,3.9213329999999997,5.108511,30.604534,live,Clothing
BRd76,BRd76,Balocco,0,0,0,0.001119,0.082781,live,Food
BRd79,BRd79,BALR,0.497785,0,0.497785,0.754023,9.506636,live,Clothing
BRd6y,BRd6y,Balsamiq,0,0,0,0.006584,0.227618,live,Software
BRd6b,BRd6b,Balvenie,0,0,0,0.052773,1.45951,live,Alcohol
BRd6n,BRd6n,Ban.do,0.25052199999999997,0,0.25052199999999997,0.95476,15.834768,live,Clothing
BRd6d,BRd6d,Banamex,0,0,0,0.043183,1.97119,live,Banks
BRd6f,BRd6f,Banca March,0,0,0,0.00046199999999999995,0.059031999999999994,live,Banks
BRd6g,BRd6g,Banca Mediolanum,0,0,0,0.0030989999999999998,0.192493,live,Banks
BRd68,BRd68,Banca MPS,0,0,0,0.001236,0.094967,live,Banks
BRd6e,BRd6e,Banca Nazionale del Lavoro,0,0,0,0.0005549999999999999,0.068259,live,Banks
BRd6j,BRd6j,Banca Popolare di Milano,0,0,0,0.00042199999999999996,0.06414399999999999,live,Banks
BRd6k,BRd6k,Bancaribe,0,0,0,0.021736,1.733102,live,Financial services
BRd6m,BRd6m,Banco Azteca,0,0,0,0.002104,0.165563,live,Banks
BRd6c,BRd6c,Banco Bicentenario,0,0,0,0.043712,2.8571429999999998,live,Banks
BRd6p,BRd6p,Banco de Bogota,0,0,0,0.019745,1.063291,live,Banks
BRd6q,BRd6q,Banco de Costa Rica,0,0,0,0.0033369999999999997,0.12861699999999998,live,Banks
BRd6x,BRd6x,Banco de Oro,0,0,0,0.0067659999999999994,0.5888129999999999,live,Banks
BRd6o,BRd6o,Banco de Venezuela,0,0,0,0.092531,6.254249,live,Banks
BRd6t,BRd6t,Banco do Nordeste,0,0,0,0.010417,0.509832,live,Banks
BRd61,BRd61,Banco Exterior,0,0,0,0.023823999999999998,1.6416849999999998,live,Banks
BRd6u,BRd6u,Banco General,0,0,0,0.101742,20.056101,live,Banks
BRd6w,BRd6w,Banco Macro S.A.,0,0,0,0.003761,0.381679,live,Banks
BRd6i,BRd6i,Banco Pan,0,0,0,0.008564,0.289608,live,Banks
BRd6s,BRd6s,Banco Pichincha,0,0,0,0.032062,3.8724369999999997,live,Banks
BRd6z,BRd6z,Banco Sabadell,0,0,0,0.0058200000000000005,0.38451,live,Banks
BRd6a,BRd6a,Bancolombia,0,0,0,0.11332199999999999,7.346154,live,Banks
BRd63,BRd63,BancorpSouth,0,0,0,0.000335,0.058206999999999995,live,Banks
BRd65,BRd65,Bandzoogle,0,0,0,0.011680000000000001,0.426985,live,Technology
BRd6h,BRd6h,Banfield Pet Hospital,0,0,0,0.030092999999999998,0.6799419999999999,live,Healthcare
BRd66,BRd66,Bank Alfalah,0,0,0,0.0006129999999999999,0.065445,live,Banks
BRd69,BRd69,Bank Central Asia,0,0,0,0.092097,4.992076,live,Banks
BRd9y,BRd9y,Bank CIMB Niaga,0,0,0,0.046229,2.331229,live,Banks
BRd9b,BRd9b,Bank Danamon,0,0,0,0.014228999999999999,0.842912,live,Banks
BRd9n,BRd9n,Bank Indonesia,0,0,0,0.08462599999999999,4.446547,live,Banks
BRd9d,BRd9d,Bank Leumi,0,0,0,0.02278,0.417101,live,Banks
BRd9r,BRd9r,Bank Lombard Odier,0,0,0,0.005386,0.23771799999999998,live,Banks
BRd9g,BRd9g,Bank Negara Indonesia,0,0,0,0.11615299999999999,5.050505,live,Banks
BRd9e,BRd9e,Bank Of England,0,0,0,0.0009500000000000001,0.088183,live,Banks
BRd9j,BRd9j,Bank of England Museum,0,0,0,0.002105,0.113464,live,Banks
BRd9k,BRd9k,Bank of Ireland,0,0,0,0.014842999999999999,0.6875479999999999,live,Banks
BRd9m,BRd9m,Bank of Japan,0,0,0,0.001124,0.082034,live,Banks
BRd9c,BRd9c,BPI,0,0,0,0.014405999999999999,1.339585,live,Banks
BRd9p,BRd9p,Bank of the West,0,0,0,0.0041459999999999995,0.127796,live,Banks
BRd9q,BRd9q,Bank Permata,0,0,0,0.017967999999999998,1.026518,live,Banks
BRd9x,BRd9x,Bank Rakyat Indonesia,0,0,0,0.067354,2.948074,live,Banks
BRd9o,BRd9o,Bankia,0,0,0,0.002717,0.16,live,Banks
BRd9t,BRd9t,Bankinter,0,0,0,0.007398999999999999,0.49374599999999996,live,Banks
BRd91,BRd91,Banner Health,0,0,0,0.00282,0.108108,live,Healthcare
BRd9u,BRd9u,Banorte,0,0,0,0.005927,0.379907,live,Banks
BRd9z,BRd9z,Banrisul,0,0,0,0.0051069999999999996,0.303819,live,Financial services
BRd9a,BRd9a,Banyan Botanicals,0,0,0,0.031425,1.420073,live,Beauty
BRd93,BRd93,Banyan Tree,0,0,0,0.06171000000000001,0.967541,live,Hotels
BRd94,BRd94,Banza,0.034789,0,0.034789,0.187689,4.612365,live,Food
BRd95,BRd95,Barberitos,0,0,0,0.003307,0.15361000000000002,live,Casual dining
BRd9h,BRd9h,Barbie,1.317913,0,1.317913,1.72656,10.195531,live,Toys
BRd97,BRd97,Barbour,0.093985,0,0.093985,0.380285,8.45987,live,Clothing
BRd96,BRd96,Barchester Healthcare,0,0,0,0.00029,0.049187999999999996,live,Healthcare
BRd99,BRd99,Barclays Africa Group,0,0,0,0.014490000000000001,1.029112,live,Financial services
BRryy,BRryy,Bardot,0.078668,0,0.078668,0.25971099999999997,11.405295,live,Clothing
BRryb,BRryb,Barefoot Dreams,0,0,0,0.052136999999999996,1.6956989999999998,live,Clothing
BRryn,BRryn,bareMinerals,0.379525,0,0.379525,0.811307,13.565604,live,Beauty
BRryd,BRryd,Bargain Booze,0,0,0,0.001449,0.123153,live,Stores & shops
BRryr,BRryr,Barilla Group,0,0,0,0.047202999999999995,1.19509,live,Food
BRryf,BRryf,Bark Box,0.6631389999999999,0,0.6631389999999999,1.489298,38.106147,live,eCommerce
BRryg,BRryg,Barracuda Networks,0,0,0,0.0046819999999999995,0.135906,live,Technology
BRry8,BRry8,barre3,0,0,0,0.103267,2.670482,live,Fitness
BRrye,BRrye,Barrett-Jackson,0.089213,0,0.089213,0.312886,10.408043,live,Prof services
BRryj,BRryj,Barry Callebaut,0.052410000000000005,0,0.052410000000000005,0.242022,6.983373,live,Food
BRryk,BRryk,Barry M,0.13902,0,0.13902,0.42644000000000004,11.902693,live,Beauty
BRrym,BRrym,Barry's Bootcamp,0,0,0,0.019976999999999998,0.57947,live,Fitness
BRryc,BRryc,Base Coat,0,0,0,0.029931,0.842788,live,Beauty
BRryp,BRryp,baseballism,0.049615,0,0.049615,0.185942,3.683386,live,Clothing
BRryq,BRryq,Basic Bitch,0.06643399999999999,0,0.06643399999999999,0.299431,3.358374,live,Games
BRryx,BRryx,Basil Hayden's,0,0,0,0.007391,0.261552,live,Alcohol
BRryo,BRryo,Bass Pro Shops,0.10435799999999999,0,0.10435799999999999,0.645569,35.83043,live,Sporting Goods
BRryt,BRryt,Bassett Furniture,0,0,0,0.032549,1.41196,live,Furniture
BRry1,BRry1,Bata Shoes,0,0,0,0.028617,0.814792,live,Shoes
BRryu,BRryu,Batelco,0,0,0,0.058676,3.085026,live,Telecom
BRryi,BRryi,Bathstore,0,0,0,0.000489,0.074794,live,Stores & shops
BRrys,BRrys,Batik Air,0,0,0,0.091387,3.40836,live,Airlines
BRryz,BRryz,Battleborn,0,0,0,0.027715,0.7226009999999999,live,Games
BRrya,BRrya,Battlerite,0,0,0,0.005765,0.243605,live,Games
BRry3,BRry3,Bauble Bar,0.22605699999999998,0,0.22605699999999998,0.7032100000000001,11.290323,live,Accessories
BRry4,BRry4,Bauerfeind,0,0,0,0.0021709999999999998,0.10449299999999999,live,Sporting Goods
BRry5,BRry5,Bauhaus Movement,0,0,0,0.015997,0.601685,live,Prof services
BRry7,BRry7,Bausch + Lomb,0,0,0,0.0048389999999999996,0.15083000000000002,live,Healthcare
BRry6,BRry6,BayB Brand Bean Bags,0,0,0,0.00438,0.219138,live,Furniture
BRry9,BRry9,Bayer,0,0,0,0.034519,0.49505000000000005,live,Medicine
BRrby,BRrby,Baylis & Harding,0,0,0,0.022011,1.359122,live,Beauty
BRrbb,BRrbb,Baymont Inn,0,0,0,0.0006789999999999999,0.07288599999999999,live,Hotels
BRrbn,BRrbn,Bayt Lothan,0,0,0,0.017015,1.942691,live,Prof services
BRrbd,BRrbd,Bazarchic SA,0,0,0,0.0069359999999999995,0.5939519999999999,live,eCommerce
BRrbr,BRrbr,BB Dakota,0.017696,0,0.017696,0.122308,2.686109,live,Clothing
BRrbf,BRrbf,BB&T,0,0,0,0.0053419999999999995,0.186916,live,Financial services
BRrbg,BRrbg,BBS,0.018635,0,0.018635,0.11501000000000001,5.501744,live,Auto makers
BRrb8,BRrb8,BBS Wheels USA,0.090253,0,0.090253,0.295688,13.944498,live,Auto services
BRrbe,BRrbe,BDG,0,0,0,0.0032189999999999996,0.173611,live,Prof services
BRrbj,BRrbj,Beach Bunny Swimwear,0.28512499999999996,0,0.28512499999999996,0.48283299999999996,5.101414,live,Clothing
BRrbk,BRrbk,Beam Suntory,0,0,0,0.0052179999999999995,0.259605,live,Drinks
BRrbm,BRrbm,Beams,0.042648,0,0.042648,0.21637599999999999,11.586998,live,Clothing
BRrbc,BRrbc,BearingPoint,0,0,0,0.000802,0.087796,live,Prof services
BRrbp,BRrbp,Bearpaw,0,0,0,0.0050869999999999995,0.342786,live,Shoes
BRrbq,BRrbq,Bearskin Airlines,0,0,0,0.00015099999999999998,0.027847,live,Airlines
BRrbx,BRrbx,Beats by Dre,2.178866,0,2.178866,2.953952,19.269777,live,Cons electronics
BRrbo,BRrbo,Beaulieu Vineyard,0,0,0,0.001979,0.10010000000000001,live,Alcohol
BRrb1,BRrb1,Beauty Bakerie,0.352251,0,0.352251,0.8653949999999999,17.055931,live,Beauty
BRrbu,BRrbu,Beauty Bay,0.24170599999999998,0,0.24170599999999998,0.676547,18.540361,live,Beauty
BRrbw,BRrbw,Beauty Brands,0,0,0,0.041282,1.387874,live,eCommerce
BRrbi,BRrbi,Beauty Counter,0.025758999999999997,0,0.025758999999999997,0.285255,7.511609,live,Beauty
BRrbs,BRrbs,Beauty Depot,0,0,0,0.25352399999999997,11.41663,live,Beauty
BRrbz,BRrbz,BeautyBio,0,0,0,0.079442,2.262997,live,Beauty
BRrba,BRrba,beautyblender,0.991899,0,0.991899,1.709787,25.441696,live,Beauty
BRrb3,BRrb3,Beautylish,0.271925,0,0.271925,0.6506219999999999,14.928058,live,Beauty
BRrb4,BRrb4,Beaverbrooks,0,0,0,0.016423999999999998,0.912779,live,Accessories
BRrb5,BRrb5,Beazer Homes USA,0,0,0,0.032562,0.830368,live,Technology
BRrbh,BRrbh,Becca Cosmetics,1.216169,0,1.216169,2.091116,31.610738,live,Beauty
BRrb7,BRrb7,Becel,0,0,0,0.003251,0.23678000000000002,live,Food
BRrb6,BRrb6,Bechtel,0,0,0,0.005588,0.169492,live,Cons electronics
BRrb9,BRrb9,Beck's Brewery,0,0,0,0.0008749999999999999,0.083752,live,Alcohol
BRrny,BRrny,Becton Dickinson,0,0,0,0.000678,0.072993,live,Healthcare
BRrnb,BRrnb,BECU,0,0,0,0.005265,0.17857099999999998,live,Financial services
BRrnn,BRrnn,Bed Head,0.059224,0,0.059224,0.127419,3.344185,live,Beauty
BRrnd,BRrnd,Bed Stu,0,0,0,0.09842899999999999,2.047052,live,Shoes
BRrnr,BRrnr,Beddy's,0.022968,0,0.022968,0.21825799999999998,12.25676,live,Furniture
BRrnf,BRrnf,Bee Partners,0,0,0,0.00045599999999999997,0.062814,live,ORGs/Companies
BRrng,BRrng,Beefeater Gin,0,0,0,0.006566,0.17931899999999998,live,Alcohol
BRrn8,BRrn8,Beginning Boutique,0.266964,0,0.266964,0.521563,12.154378,live,Clothing
BRrne,BRrne,Behr,0,0,0,0.10736799999999999,3.277788,live,eCommerce
BRrnj,BRrnj,Behringer,0.03275,0,0.03275,0.10166299999999999,3.602305,live,Cons electronics
BRrnk,BRrnk,Belavia,0,0,0,0.0029219999999999997,0.109529,live,Airlines
BRrnm,BRrnm,Belk,0.037037,0,0.037037,0.17944000000000002,4.560261,live,Stores & shops
BRrnc,BRrnc,Bell Canada,0,0,0,0.018996,0.8230449999999999,live,Telecom
BRrnp,BRrnp,Bella Italia,0,0,0,0.016149,0.895338,live,Casual dining
BRrnq,BRrnq,Bellroy,0.068131,0,0.068131,0.204335,3.5126720000000002,live,Bags
BRrnx,BRrnx,Bell's Brewery,0.041476,0,0.041476,0.28704399999999997,10.029899,live,Alcohol
BRrno,BRrno,Belly Bandit,0,0,0,0.09962599999999999,4.179663,live,Fitness
BRrnt,BRrnt,Belmond,0.068716,0,0.068716,0.21766000000000002,4.323308,live,Hotels
BRrn1,BRrn1,Beloved Shirts,0.087585,0,0.087585,0.17046699999999998,1.7983829999999998,live,Clothing
BRrnu,BRrnu,Belstaff,0.08265,0,0.08265,0.230339,4.76365,live,Clothing
BRrnw,BRrnw,Belvedere,0,0,0,0.053042,0.735632,live,Alcohol
BRrni,BRrni,Belvita,0,0,0,0.026366999999999998,0.815047,live,Food
BRrns,BRrns,Ben Sherman,0.040056,0,0.040056,0.11176799999999999,1.875533,live,Clothing
BRrnz,BRrnz,Benchmade,0.049169,0,0.049169,0.333016,15.728477,live,Household prod
BRrn3,BRrn3,Benelli Armi,0.024269,0,0.024269,0.287942,21.539142,live,Sporting Goods
BRrn4,BRrn4,Benetton,0.120069,0,0.120069,0.24436899999999998,3.717786,live,Bags
BRrn5,BRrn5,BenQ,0,0,0,0.004556999999999999,0.20976899999999998,live,Cons electronics
BRrnh,BRrnh,Bensons for Beds,0,0,0,0.007388,0.589971,live,Furniture
BRrn7,BRrn7,Bent Metal,0,0,0,0.01576,0.670732,live,Accessories
BRrn6,BRrn6,Bentalls,0,0,0,0.006788,0.448766,live,Stores & shops
BRrdy,BRrdy,Bergans,0,0,0,0.050832999999999996,3.531643,live,Sporting Goods
BRrdb,BRrdb,Bergdorf Goodman,0.968112,0,0.968112,1.703557,18.64139,live,Stores & shops
BRrdn,BRrdn,Berge & Meer Touristik,0,0,0,0.000514,0.064082,live,Travel booking
BRrdd,BRrdd,Beringer Vineyards,0,0,0,0.017660000000000002,0.42194099999999995,live,Alcohol
BRrdr,BRrdr,Berluti,0.101078,0,0.101078,0.24193199999999998,5.03744,live,Shoes
BRrdf,BRrdf,Bernardo 1946,0,0,0,0.006337,0.25641,live,Shoes
BRrd8,BRrd8,Bernzomatic,0,0,0,0.010275999999999999,0.347222,live,Accessories
BRrde,BRrde,Berry Bros. & Rudd,0,0,0,0.057887999999999995,2.498596,live,Stores & shops
BRrdj,BRrdj,Bersa,0,0,0,0.005843,0.28157699999999997,live,eCommerce
BRrdk,BRrdk,Berta,0.689655,0,0.689655,1.160854,12.321961,live,Clothing
BRrdm,BRrdm,Best & Less,0,0,0,0.057932,4.243354,live,Stores & shops
BRrdc,BRrdc,Best Friends Animal Society,0.13935699999999998,0,0.13935699999999998,0.473222,10.97561,live,ORGs/Companies
BRrdp,BRrdp,Bestinvest,0,0,0,0.000385,0.055991,live,Financial services
BRrdq,BRrdq,BETC,0,0,0,0.021440999999999998,0.973394,live,Prof services
BRrdx,BRrdx,BetClic,0,0,0,0.00333,0.286533,live,Games
BRrdo,BRrdo,BetEasy,0,0,0,0.000572,0.07575799999999999,live,Games
BRrdt,BRrdt,Betfred,0,0,0,0.014952,0.8,live,Games
BRrd1,BRrd1,Bethesda,0.131464,0,0.131464,0.406974,8.050466,live,Games
BRrdu,BRrdu,BetMGM,0,0,0,0.006226,0.260191,live,Games
BRrdi,BRrdi,BHG Real Estate,0,0,0,0.034092,1.5582859999999998,live,Prof services
BRrds,BRrds,Better World Books,0,0,0,0.011654999999999999,0.391236,live,eCommerce
BRrdz,BRrdz,Betterment,0,0,0,0.016686,0.387297,live,Financial services
BRrda,BRrda,Betway,0,0,0,0.011948,0.44676099999999996,live,Games
BRrd3,BRrd3,BevMo!,0,0,0,0.016821,0.6958249999999999,live,eCommerce
BRrd4,BRrd4,Beyblade Burst,0,0,0,0.003176,0.131406,live,Games
BRrd5,BRrd5,Beyerdynamic,0,0,0,0.022595999999999998,0.7980649999999999,live,Cons electronics
BRrdh,BRrdh,Beyond Meat,0.268937,0,0.268937,0.7438009999999999,16.060038,live,Food
BRrd7,BRrd7,BFGoodrich,0.043459,0,0.043459,0.23791099999999998,9.875813,live,Auto services
BRrd6,BRrd6,BG Group,0,0,0,0.002345,0.11750899999999999,live,Energy
BRrd9,BRrd9,BH Cosmetics,1.249756,0,1.249756,2.086379,31.091985,live,Beauty
BRrry,BRrry,Bharat Petroleum,0,0,0,0.001473,0.095969,live,Energy
BRrrb,BRrrb,BSNL India,0,0,0,0.0024400000000000003,0.13686099999999998,live,Telecom
BRrrn,BRrrn,BHLDN,0.219185,0,0.219185,0.812195,16.789613,live,Clothing
BRrrd,BRrrd,BHP Billiton,0,0,0,0.004631,0.19788899999999998,live,Energy
BRrrr,BRrrr,BHV,0,0,0,0.050303,3.328319,live,ORGs/Companies
BRrrg,BRrrg,Bialetti,0,0,0,0.014676,0.7812500000000001,live,Cons electronics
BRrr8,BRrr8,Bianchi,0,0,0,0.061411,4.568528,live,Sporting Goods
BRrre,BRrre,Biba Apparels,0,0,0,0.009613,0.371747,live,Clothing
BRrrj,BRrrj,Biblio.com,0,0,0,0.0037,0.165259,live,eCommerce
BRrrk,BRrrk,Bic Camera,0,0,0,0.0022489999999999997,0.18170799999999998,live,Cons electronics
BRrrm,BRrrm,Bidorbuy,0,0,0,0.018434,2.426007,live,eCommerce
BRrrp,BRrrp,Big Fish Games,0,0,0,0.005101,0.17138,live,Games
BRrrq,BRrrq,Big O Tires,0,0,0,0.0012129999999999999,0.084531,live,Auto services
BRrrx,BRrrx,Big W,0.009663,0,0.009663,0.145224,9.83646,live,Stores & shops
BRrro,BRrro,Big Y,0,0,0,0.007624,0.287908,live,Supermarkets
BRrrt,BRrrt,BigCommerce,0,0,0,0.047210999999999996,0.649351,live,eCommerce
BRrr1,BRrr1,BIGfish,0,0,0,0.000824,0.071225,live,Prof services
BRrru,BRrru,Biggby Coffee,0,0,0,0.01089,0.250209,live,Cafes
BRrrw,BRrrw,Biglobe,0,0,0,0.000274,0.046980999999999995,live,Telecom
BRrri,BRrri,Bigstock,0,0,0,0.013142,0.333407,live,Technology
BRrrs,BRrrs,Bik Bok,0.081218,0,0.081218,0.211063,12.836656,live,Clothing
BRrrz,BRrrz,Bikini Lovers,0.055585999999999997,0,0.055585999999999997,0.161491,7.476376,live,Clothing
BRrra,BRrra,Bill Gray's,0,0,0,0.00466,0.15179099999999998,live,Casual dining
BRrr3,BRrr3,Billion Dollar Boy,0,0,0,0.003273,0.174622,live,Prof services
BRrr4,BRrr4,Bimeks,0,0,0,0.0002,0.026001,live,Cons electronics
BRrr5,BRrr5,BinckBank,0,0,0,0.015044,0.8252849999999999,live,Banks
BRrrh,BRrrh,Bing Lee,0,0,0,0.004455,0.439367,live,Stores & shops
BRrr7,BRrr7,Binter Canarias,0,0,0,0.010064,0.571257,live,Airlines
BRrr6,BRrr6,Bio Ionic,0.026423,0,0.026423,0.098068,2.82196,live,Household prod
BRrr9,BRrr9,BioClarity,0,0,0,0.08714899999999999,1.65868,live,Beauty
BRrfy,BRrfy,Bioderma,0.044583,0,0.044583,0.134623,4.310834,live,Beauty
BRrfb,BRrfb,Bioscalin,0,0,0,0.000561,0.071023,live,Healthcare
BRrfn,BRrfn,BioShock,0,0,0,0.009923,0.34965,live,Games
